train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
0.84405574389086,0.00011152952139453393,0.8440669451609744,7.550281289359807e-05
0.7005038836900706,0.00023456589333712024,0.700523557384817,0.0001755646809634309
0.6048933211791641,0.00018531677452489993,0.6049269910599409,0.00011168420664491843
0.5377597453326495,0.0007235409527381329,0.537804877052365,0.0008176962792133138
0.4846023817666277,0.0015702002530501977,0.4846510730604316,0.001475721408486125
0.4457716082832488,0.0013793308161195808,0.4458224135481038,0.0012641837182432222
0.4172493315045668,0.0013347251496821696,0.417304179223221,0.0013537574242444212
0.38883034976828335,0.001047549135838161,0.38891729111189777,0.0010717831830777194
0.3672397138095593,0.0015866209344964678,0.36732018094917035,0.0014056477264926843
0.3501807666354625,0.0019659184282722333,0.35024751425199885,0.0022338203348384084
0.3345614040950953,0.0011386699924495764,0.3346267164041568,0.0008768300066991433
0.3205614668175826,0.004031177786593632,0.32065865853304365,0.0037952664707602093
0.3029079545381002,0.004696162651364447,0.3030173544555833,0.004486667049975904
0.29265907734990193,0.0032586172224802657,0.29279031699668845,0.003059235455373239
0.28227858726638894,0.004816963358821779,0.28240357589492404,0.004572333068585798
0.27242777856440303,0.0031512614319743203,0.27256207053929116,0.0029384656458754646
0.2648770234057655,0.0038367508340419704,0.2650339826138052,0.003792250978368519
0.25629856148714747,0.0038393080640594115,0.2564713089101126,0.003686991894711813
0.2487885651309015,0.0032631005027649596,0.24897873811304067,0.003214786090356408
0.2430679478861085,0.0026635986693821336,0.24326906518818509,0.0025759508934968486
0.23849193564460566,0.0034283980462716528,0.23868564896453864,0.0033249455445647736
0.23376980063925404,0.0032493270102696313,0.2339762686108188,0.0031839390080482936
0.2296240865305088,0.0031342236290966916,0.2298025624262376,0.003178683609321648
0.2242783712031323,0.002475432534210354,0.22447105952758045,0.002496558809448643
0.22144384281119964,0.002849832409245738,0.2216315587285374,0.0028735258942328315
0.21711674458370994,0.0026176853263251503,0.21730262059366096,0.0026861841638336523
0.2141277421550388,0.002559889666833514,0.2143086088908949,0.0025786468985826015
0.21128619879904384,0.0019503261345349722,0.21148435726100628,0.0020234502960784833
0.20816345152187302,0.0023539918799207133,0.20835933693023093,0.0025931063544397223
0.20599474729765993,0.0017299556719589469,0.2061924652246543,0.0019172438733152323
0.20334501507115896,0.0014445181975641854,0.2035438391021937,0.0015495977824763847
0.20102200541849422,0.002029735463880723,0.20123664748550651,0.0020431614799782173
0.19973941540579138,0.0014356743796414626,0.19995174270184124,0.001536156102562808
0.19864847448151046,0.0013635859056941493,0.19886276141172549,0.0014656420852374621
0.19663791938163633,0.0018742642024466615,0.19684786575687627,0.001964910566384914
0.19496312532982876,0.0018095371181125223,0.19517255293413077,0.0018513126315524882
0.19269305637163156,0.0013579647478019659,0.1929117247722924,0.001413412004638252
0.19142476876215012,0.00112975772888747,0.19164176509817119,0.0011946549453677006
0.1894701336950505,0.0015573341128581161,0.1897149111350256,0.0016246505339944678
0.18784872202199288,0.0012487941496164537,0.18809159292085323,0.0011971668746451705
0.1862071391989021,0.0013399519545531497,0.18646393143993215,0.0012222791035422717
0.1850155186883545,0.00163394555698249,0.1852789808827,0.0014685312286455347
0.1833497541519072,0.0014350832995311535,0.18362625808932473,0.001219682341856534
0.18178204847043616,0.0007426415511434768,0.1820737240448961,0.0005461060602209838
0.18027028644858864,0.0013316982632025685,0.18058205693758383,0.0011657535281591584
0.17916819787955993,0.0011808292637781044,0.17949286176901608,0.0010499905167982403
0.17802109307967218,0.0012457792408464472,0.1783619738656454,0.0009900005826889175
0.17738191325462083,0.0009834382645099561,0.1777244961145734,0.0007070983697583648
0.1759960459443431,0.0009585982799869063,0.17633784926473492,0.000779366511366517
0.17525734168744722,0.0008876052011651315,0.17561864395416055,0.0008359999983410001
0.1746336579026316,0.0010920000870297652,0.17500872077811888,0.0009824031081462406
0.17355689134266156,0.0008282514064329409,0.1739467831488543,0.0007008700694059012
0.1729591659874436,0.0008647122643828676,0.1733486020187512,0.000772106541628481
0.17233043383218624,0.0008519643896429198,0.17272777166142755,0.0006713086907233691
0.17151287577485913,0.0012364315240066517,0.17191752546268296,0.0010132576973506126
0.17041332998407377,0.0010929821601123443,0.17082353470108413,0.0009101436767603573
0.16970128608826135,0.0012639598498377135,0.17012232306419336,0.0011364002893343458
0.1685487088274043,0.0012533176973101258,0.16898587862858166,0.0010451558426535995
0.16749636721454825,0.0008346211098278639,0.16793744365797197,0.0006248164190720895
0.16663026427619956,0.0006461261587881765,0.1670811539951694,0.00045014585625440033
0.1657728960528432,0.0005466821770488315,0.1662223835335757,0.0004653554928352711
0.16490318920302793,0.0003417939489717424,0.16535668568748893,0.00032640835344836095
0.16431050009447679,0.0005360530371289771,0.1647598953483371,0.0004886393544112889
0.16356738627278664,0.0008660381775143724,0.1640253767604924,0.0008970670349522117
0.16314189343152372,0.0006377242127467637,0.16360648105611225,0.000698241440387064
0.1625732290682898,0.00037953774152006177,0.1630557356984648,0.0006001574829457375
0.16168420438635067,0.000619682514641153,0.16216553779122303,0.0006333011370706417
0.16125148977251105,0.0006493805418164766,0.16173625422439458,0.0006090965877335073
0.16049135141302912,0.0005228980200794268,0.16098327578904006,0.00046855500700012325
0.16002276600065105,0.0004706159507290695,0.1605217667600171,0.0002983983779472448
0.1594123032328209,0.0006938542138993859,0.1599224497662883,0.0005086870329436125
0.15868320866989516,0.0008466678474317376,0.15921130249138632,0.0006651387854482615
0.15812102760315105,0.0009176803972326679,0.15865608088625557,0.0006642006827318844
0.15741594647770324,0.0008567294613685431,0.15795601108047852,0.0006836842362684431
0.15670188773691535,0.0007063137893689327,0.1572720439047163,0.000568165626975693
0.15611712781829049,0.0007666619580771809,0.1566984650551822,0.0006180708950005381
0.1555421662933543,0.0007123267876910745,0.15612278007198738,0.0004937136392652017
0.15500155136924954,0.0007734097213954522,0.15558935914790056,0.0004785726515244716
0.1546546160213319,0.0006518594336731836,0.15525013452180342,0.00035996529820111795
0.15429955685273744,0.0005080093740844606,0.1548980259827839,0.00021852408586683293
0.1537806542417126,0.0005873843155020186,0.15438767172613072,0.00038672077325042854
0.15322259385338496,0.0005527492200967133,0.1538478548262878,0.000321708042535562
0.15279299793212422,0.0005976741342266521,0.15342361776979158,0.00043360124127331696
0.1523373250520242,0.0007934157215887216,0.1529697598661069,0.0006055284613308703
0.15189002852116956,0.0008184502183520394,0.15252604234958472,0.0007274725395888894
